pdb_id,title,journal,authors,doi,pmid,got_paper
7MDW,Potent neutralizing nanobodies resist convergent circulating variants of SARS-CoV-2 by targeting diverse and conserved epitopes,Nat Commun,"['Sun, D.', 'Sang, Z.', 'Kim, Y.J.', 'Xiang, Y.', 'Cohen, T.', 'Belford, A.K.', 'Huet, A.', 'Conway, J.F.', 'Sun, J.', 'Taylor, D.J.', 'Schneidman-Duhovny, D.', 'Zhang, C.', 'Huang, W.', 'Shi, Y.']",10.1038/s41467-021-24963-3,,True
7MJK,Cryo-electron microscopy structures of the N501Y SARS-CoV-2 spike protein in complex with ACE2 and 2 potent neutralizing antibodies.,Plos Biol.,"['Zhu, X.', 'Mannar, D.', 'Srivastava, S.S.', 'Berezuk, A.M.', 'Demers, J.P.', 'Saville, J.W.', 'Leopold, K.', 'Li, W.', 'Dimitrov, D.S.', 'Tuttle, K.S.', 'Zhou, S.', 'Chittori, S.', 'Subramaniam, S.']",10.1371/journal.pbio.3001237,33914735.0,True
7N0G,Structures of synthetic nanobody-SARS-CoV-2 receptor-binding domain complexes reveal distinct sites of interaction.,J.Biol.Chem.,"['Ahmad, J.', 'Jiang, J.', 'Boyd, L.F.', 'Zeher, A.', 'Huang, R.', 'Xia, D.', 'Natarajan, K.', 'Margulies, D.H.']",10.1016/j.jbc.2021.101202,34537245.0,True
7N0H,Structures of synthetic nanobody-SARS-CoV-2 receptor-binding domain complexes reveal distinct sites of interaction.,J.Biol.Chem.,"['Ahmad, J.', 'Jiang, J.', 'Boyd, L.F.', 'Zeher, A.', 'Huang, R.', 'Xia, D.', 'Natarajan, K.', 'Margulies, D.H.']",10.1016/j.jbc.2021.101202,34537245.0,True
7N8H,SARS-CoV-2 immune evasion by the B.1.427/B.1.429 variant of concern.,Science,"['McCallum, M.', 'Bassi, J.', 'De Marco, A.', 'Chen, A.', 'Walls, A.C.', 'Di Iulio, J.', 'Tortorici, M.A.', 'Navarro, M.J.', 'Silacci-Fregni, C.', 'Saliba, C.', 'Sprouse, K.R.', 'Agostini, M.', 'Pinto, D.', 'Culap, K.', 'Bianchi, S.', 'Jaconi, S.', 'Cameroni, E.', 'Bowen, J.E.', 'Tilles, S.W.', 'Pizzuto, M.S.', 'Guastalla, S.B.', 'Bona, G.', 'Pellanda, A.F.', 'Garzoni, C.', 'Van Voorhis, W.C.', 'Rosen, L.E.', 'Snell, G.', 'Telenti, A.', 'Virgin, H.W.', 'Piccoli, L.', 'Corti, D.', 'Veesler, D.']",10.1126/science.abi7994,34210893.0,False
7N9B,Potent neutralizing nanobodies resist convergent circulating variants of SARS-CoV-2 by targeting diverse and conserved epitopes,Nat Commun,"['Sun, D.', 'Sang, Z.', 'Kim, Y.J.', 'Xiang, Y.', 'Cohen, T.', 'Belford, A.K.', 'Huet, A.', 'Conway, J.F.', 'Sun, J.', 'Taylor, D.J.', 'Schneidman-Duhovny, D.', 'Zhang, C.', 'Huang, W.', 'Shi, Y.']",10.1038/s41467-021-24963-3,,True
7NDA,The antigenic anatomy of SARS-CoV-2 receptor binding domain.,Cell,"['Dejnirattisai, W.', 'Zhou, D.', 'Ginn, H.M.', 'Duyvesteyn, H.M.E.', 'Supasa, P.', 'Case, J.B.', 'Zhao, Y.', 'Walter, T.S.', 'Mentzer, A.J.', 'Liu, C.', 'Wang, B.', 'Paesen, G.C.', 'Slon-Campos, J.', 'Lopez-Camacho, C.', 'Kafai, N.M.', 'Bailey, A.L.', 'Chen, R.E.', 'Ying, B.', 'Thompson, C.', 'Bolton, J.', 'Fyfe, A.', 'Gupta, S.', 'Tan, T.K.', 'Gilbert-Jaramillo, J.', 'James, W.', 'Knight, M.', 'Carroll, M.W.', 'Skelly, D.', 'Dold, C.', 'Peng, Y.', 'Levin, R.', 'Dong, T.', 'Pollard, A.J.', 'Knight, J.C.', 'Klenerman, P.', 'Temperton, N.', 'Hall, D.R.', 'Williams, M.A.', 'Paterson, N.G.', 'Bertram, F.K.R.', 'Siebert, C.A.', 'Clare, D.K.', 'Howe, A.', 'Radecke, J.', 'Song, Y.', 'Townsend, A.R.', 'Huang, K.A.', 'Fry, E.E.', 'Mongkolsapaya, J.', 'Diamond, M.S.', 'Ren, J.', 'Stuart, D.I.', 'Screaton, G.R.']",10.1016/j.cell.2021.02.032,33756110.0,True
7NX7,Antibody evasion by the P.1 strain of SARS-CoV-2.,Cell,"['Dejnirattisai, W.', 'Zhou, D.', 'Supasa, P.', 'Liu, C.', 'Mentzer, A.J.', 'Ginn, H.M.', 'Zhao, Y.', 'Duyvesteyn, H.M.E.', 'Tuekprakhon, A.', 'Nutalai, R.', 'Wang, B.', 'Lopez-Camacho, C.', 'Slon-Campos, J.', 'Walter, T.S.', 'Skelly, D.', 'Costa Clemens, S.A.', 'Naveca, F.G.', 'Nascimento, V.', 'Nascimento, F.', 'Fernandes da Costa, C.', 'Resende, P.C.', 'Pauvolid-Correa, A.', 'Siqueira, M.M.', 'Dold, C.', 'Levin, R.', 'Dong, T.', 'Pollard, A.J.', 'Knight, J.C.', 'Crook, D.', 'Lambe, T.', 'Clutterbuck, E.', 'Bibi, S.', 'Flaxman, A.', 'Bittaye, M.', 'Belij-Rammerstorfer, S.', 'Gilbert, S.C.', 'Carroll, M.W.', 'Klenerman, P.', 'Barnes, E.', 'Dunachie, S.J.', 'Paterson, N.G.', 'Williams, M.A.', 'Hall, D.R.', 'Hulswit, R.J.G.', 'Bowden, T.A.', 'Fry, E.E.', 'Mongkolsapaya, J.', 'Ren, J.', 'Stuart, D.I.', 'Screaton, G.R.']",10.1016/j.cell.2021.03.055,33852911.0,True
7NXB,Antibody evasion by the P.1 strain of SARS-CoV-2.,Cell,"['Dejnirattisai, W.', 'Zhou, D.', 'Supasa, P.', 'Liu, C.', 'Mentzer, A.J.', 'Ginn, H.M.', 'Zhao, Y.', 'Duyvesteyn, H.M.E.', 'Tuekprakhon, A.', 'Nutalai, R.', 'Wang, B.', 'Lopez-Camacho, C.', 'Slon-Campos, J.', 'Walter, T.S.', 'Skelly, D.', 'Costa Clemens, S.A.', 'Naveca, F.G.', 'Nascimento, V.', 'Nascimento, F.', 'Fernandes da Costa, C.', 'Resende, P.C.', 'Pauvolid-Correa, A.', 'Siqueira, M.M.', 'Dold, C.', 'Levin, R.', 'Dong, T.', 'Pollard, A.J.', 'Knight, J.C.', 'Crook, D.', 'Lambe, T.', 'Clutterbuck, E.', 'Bibi, S.', 'Flaxman, A.', 'Bittaye, M.', 'Belij-Rammerstorfer, S.', 'Gilbert, S.C.', 'Carroll, M.W.', 'Klenerman, P.', 'Barnes, E.', 'Dunachie, S.J.', 'Paterson, N.G.', 'Williams, M.A.', 'Hall, D.R.', 'Hulswit, R.J.G.', 'Bowden, T.A.', 'Fry, E.E.', 'Mongkolsapaya, J.', 'Ren, J.', 'Stuart, D.I.', 'Screaton, G.R.']",10.1016/j.cell.2021.03.055,33852911.0,True
7R8L,"Affinity maturation of SARS-CoV-2 neutralizing antibodies confers potency, breadth, and resilience to viral escape mutations.",Immunity,"['Muecksch, F.', 'Weisblum, Y.', 'Barnes, C.O.', 'Schmidt, F.', 'Schaefer-Babajew, D.', 'Wang, Z.', 'C Lorenzi, J.C.', 'Flyak, A.I.', 'DeLaitsch, A.T.', 'Huey-Tubman, K.E.', 'Hou, S.', 'Schiffer, C.A.', 'Gaebler, C.', 'Da Silva, J.', 'Poston, D.', 'Finkin, S.', 'Cho, A.', 'Cipolla, M.', 'Oliveira, T.Y.', 'Millard, K.G.', 'Ramos, V.', 'Gazumyan, A.', 'Rutkowska, M.', 'Caskey, M.', 'Nussenzweig, M.C.', 'Bjorkman, P.J.', 'Hatziioannou, T.', 'Bieniasz, P.D.']",10.1016/j.immuni.2021.07.008,34331873.0,True
7SO9,Molecular basis of immune evasion by the Delta and Kappa SARS-CoV-2 variants.,Science,"['McCallum, M.', 'Walls, A.C.', 'Sprouse, K.R.', 'Bowen, J.E.', 'Rosen, L.E.', 'Dang, H.V.', 'De Marco, A.', 'Franko, N.', 'Tilles, S.W.', 'Logue, J.', 'Miranda, M.C.', 'Ahlrichs, M.', 'Carter, L.', 'Snell, G.', 'Pizzuto, M.S.', 'Chu, H.Y.', 'Van Voorhis, W.C.', 'Corti, D.', 'Veesler, D.']",10.1126/science.abl8506,34751595.0,False
7SOA,Molecular basis of immune evasion by the Delta and Kappa SARS-CoV-2 variants.,Science,"['McCallum, M.', 'Walls, A.C.', 'Sprouse, K.R.', 'Bowen, J.E.', 'Rosen, L.E.', 'Dang, H.V.', 'De Marco, A.', 'Franko, N.', 'Tilles, S.W.', 'Logue, J.', 'Miranda, M.C.', 'Ahlrichs, M.', 'Carter, L.', 'Snell, G.', 'Pizzuto, M.S.', 'Chu, H.Y.', 'Van Voorhis, W.C.', 'Corti, D.', 'Veesler, D.']",10.1126/science.abl8506,34751595.0,False
7SOC,Molecular basis of immune evasion by the Delta and Kappa SARS-CoV-2 variants.,Science,"['McCallum, M.', 'Walls, A.C.', 'Sprouse, K.R.', 'Bowen, J.E.', 'Rosen, L.E.', 'Dang, H.V.', 'De Marco, A.', 'Franko, N.', 'Tilles, S.W.', 'Logue, J.', 'Miranda, M.C.', 'Ahlrichs, M.', 'Carter, L.', 'Snell, G.', 'Pizzuto, M.S.', 'Chu, H.Y.', 'Van Voorhis, W.C.', 'Corti, D.', 'Veesler, D.']",10.1126/science.abl8506,34751595.0,False
7SOD,Molecular basis of immune evasion by the Delta and Kappa SARS-CoV-2 variants.,Science,"['McCallum, M.', 'Walls, A.C.', 'Sprouse, K.R.', 'Bowen, J.E.', 'Rosen, L.E.', 'Dang, H.V.', 'De Marco, A.', 'Franko, N.', 'Tilles, S.W.', 'Logue, J.', 'Miranda, M.C.', 'Ahlrichs, M.', 'Carter, L.', 'Snell, G.', 'Pizzuto, M.S.', 'Chu, H.Y.', 'Van Voorhis, W.C.', 'Corti, D.', 'Veesler, D.']",10.1126/science.abl8506,34751595.0,False
7VNC,A non-ACE2 competing human single-domain antibody confers broad neutralization against SARS-CoV-2 and circulating variants.,Signal Transduct Target Ther,"['Yang, Z.', 'Wang, Y.', 'Jin, Y.', 'Zhu, Y.', 'Wu, Y.', 'Li, C.', 'Kong, Y.', 'Song, W.', 'Tian, X.', 'Zhan, W.', 'Huang, A.', 'Zhou, S.', 'Xia, S.', 'Tian, X.', 'Peng, C.', 'Chen, C.', 'Shi, Y.', 'Hu, G.', 'Du, S.', 'Wang, Y.', 'Xie, Y.', 'Jiang, S.', 'Lu, L.', 'Sun, L.', 'Song, Y.', 'Ying, T.']",10.1038/s41392-021-00810-1,34732694.0,True
7VND,A non-ACE2 competing human single-domain antibody confers broad neutralization against SARS-CoV-2 and circulating variants.,Signal Transduct Target Ther,"['Yang, Z.', 'Wang, Y.', 'Jin, Y.', 'Zhu, Y.', 'Wu, Y.', 'Li, C.', 'Kong, Y.', 'Song, W.', 'Tian, X.', 'Zhan, W.', 'Huang, A.', 'Zhou, S.', 'Xia, S.', 'Tian, X.', 'Peng, C.', 'Chen, C.', 'Shi, Y.', 'Hu, G.', 'Du, S.', 'Wang, Y.', 'Xie, Y.', 'Jiang, S.', 'Lu, L.', 'Sun, L.', 'Song, Y.', 'Ying, T.']",10.1038/s41392-021-00810-1,34732694.0,True
5BVJ,"The molecular mode of action and species specificity of canakinumab, a human monoclonal antibody neutralizing IL-1 beta.",Mabs,"['Rondeau, J.M.', 'Ramage, P.', 'Zurini, M.', 'Gram, H.']",10.1080/19420862.2015.1081323,26284424.0,False
7EO2,Structural basis of sphingosine-1-phosphate receptor 1 activation and biased agonism.,Nat.Chem.Biol.,"['Xu, Z.', 'Ikuta, T.', 'Kawakami, K.', 'Kise, R.', 'Qian, Y.', 'Xia, R.', 'Sun, M.X.', 'Zhang, A.', 'Guo, C.', 'Cai, X.H.', 'Huang, Z.', 'Inoue, A.', 'He, Y.']",10.1038/s41589-021-00930-3,34937912.0,False
5U15,Staged induction of HIV-1 glycan-dependent broadly neutralizing antibodies.,Sci Transl Med,"['Bonsignori, M.', 'Kreider, E.F.', 'Fera, D.', 'Meyerhoff, R.R.', 'Bradley, T.', 'Wiehe, K.', 'Alam, S.M.', 'Aussedat, B.', 'Walkowicz, W.E.', 'Hwang, K.K.', 'Saunders, K.O.', 'Zhang, R.', 'Gladden, M.A.', 'Monroe, A.', 'Kumar, A.', 'Xia, S.M.', 'Cooper, M.', 'Louder, M.K.', 'McKee, K.', 'Bailer, R.T.', 'Pier, B.W.', 'Jette, C.A.', 'Kelsoe, G.', 'Williams, W.B.', 'Morris, L.', 'Kappes, J.', 'Wagh, K.', 'Kamanga, G.', 'Cohen, M.S.', 'Hraber, P.T.', 'Montefiori, D.C.', 'Trama, A.', 'Liao, H.X.', 'Kepler, T.B.', 'Moody, M.A.', 'Gao, F.', 'Danishefsky, S.J.', 'Mascola, J.R.', 'Shaw, G.M.', 'Hahn, B.H.', 'Harrison, S.C.', 'Korber, B.T.', 'Haynes, B.F.']",10.1126/scitranslmed.aai7514,28298420.0,False
7JV6,Mapping Neutralizing and Immunodominant Sites on the SARS-CoV-2 Spike Receptor-Binding Domain by Structure-Guided High-Resolution Serology.,Cell,"['Piccoli, L.', 'Park, Y.J.', 'Tortorici, M.A.', 'Czudnochowski, N.', 'Walls, A.C.', 'Beltramello, M.', 'Silacci-Fregni, C.', 'Pinto, D.', 'Rosen, L.E.', 'Bowen, J.E.', 'Acton, O.J.', 'Jaconi, S.', 'Guarino, B.', 'Minola, A.', 'Zatta, F.', 'Sprugasci, N.', 'Bassi, J.', 'Peter, A.', 'De Marco, A.', 'Nix, J.C.', 'Mele, F.', 'Jovic, S.', 'Rodriguez, B.F.', 'Gupta, S.V.', 'Jin, F.', 'Piumatti, G.', 'Lo Presti, G.', 'Pellanda, A.F.', 'Biggiogero, M.', 'Tarkowski, M.', 'Pizzuto, M.S.', 'Cameroni, E.', 'Havenar-Daughton, C.', 'Smithey, M.', 'Hong, D.', 'Lepori, V.', 'Albanese, E.', 'Ceschi, A.', 'Bernasconi, E.', 'Elzi, L.', 'Ferrari, P.', 'Garzoni, C.', 'Riva, A.', 'Snell, G.', 'Sallusto, F.', 'Fink, K.', 'Virgin, H.W.', 'Lanzavecchia, A.', 'Corti, D.', 'Veesler, D.']",10.1016/j.cell.2020.09.037,32991844.0,True
7BEN,The antigenic anatomy of SARS-CoV-2 receptor binding domain.,Cell,"['Dejnirattisai, W.', 'Zhou, D.', 'Ginn, H.M.', 'Duyvesteyn, H.M.E.', 'Supasa, P.', 'Case, J.B.', 'Zhao, Y.', 'Walter, T.S.', 'Mentzer, A.J.', 'Liu, C.', 'Wang, B.', 'Paesen, G.C.', 'Slon-Campos, J.', 'Lopez-Camacho, C.', 'Kafai, N.M.', 'Bailey, A.L.', 'Chen, R.E.', 'Ying, B.', 'Thompson, C.', 'Bolton, J.', 'Fyfe, A.', 'Gupta, S.', 'Tan, T.K.', 'Gilbert-Jaramillo, J.', 'James, W.', 'Knight, M.', 'Carroll, M.W.', 'Skelly, D.', 'Dold, C.', 'Peng, Y.', 'Levin, R.', 'Dong, T.', 'Pollard, A.J.', 'Knight, J.C.', 'Klenerman, P.', 'Temperton, N.', 'Hall, D.R.', 'Williams, M.A.', 'Paterson, N.G.', 'Bertram, F.K.R.', 'Siebert, C.A.', 'Clare, D.K.', 'Howe, A.', 'Radecke, J.', 'Song, Y.', 'Townsend, A.R.', 'Huang, K.A.', 'Fry, E.E.', 'Mongkolsapaya, J.', 'Diamond, M.S.', 'Ren, J.', 'Stuart, D.I.', 'Screaton, G.R.']",10.1016/j.cell.2021.02.032,33756110.0,True
7JVA,Mapping Neutralizing and Immunodominant Sites on the SARS-CoV-2 Spike Receptor-Binding Domain by Structure-Guided High-Resolution Serology.,Cell,"['Piccoli, L.', 'Park, Y.J.', 'Tortorici, M.A.', 'Czudnochowski, N.', 'Walls, A.C.', 'Beltramello, M.', 'Silacci-Fregni, C.', 'Pinto, D.', 'Rosen, L.E.', 'Bowen, J.E.', 'Acton, O.J.', 'Jaconi, S.', 'Guarino, B.', 'Minola, A.', 'Zatta, F.', 'Sprugasci, N.', 'Bassi, J.', 'Peter, A.', 'De Marco, A.', 'Nix, J.C.', 'Mele, F.', 'Jovic, S.', 'Rodriguez, B.F.', 'Gupta, S.V.', 'Jin, F.', 'Piumatti, G.', 'Lo Presti, G.', 'Pellanda, A.F.', 'Biggiogero, M.', 'Tarkowski, M.', 'Pizzuto, M.S.', 'Cameroni, E.', 'Havenar-Daughton, C.', 'Smithey, M.', 'Hong, D.', 'Lepori, V.', 'Albanese, E.', 'Ceschi, A.', 'Bernasconi, E.', 'Elzi, L.', 'Ferrari, P.', 'Garzoni, C.', 'Riva, A.', 'Snell, G.', 'Sallusto, F.', 'Fink, K.', 'Virgin, H.W.', 'Lanzavecchia, A.', 'Corti, D.', 'Veesler, D.']",10.1016/j.cell.2020.09.037,32991844.0,True
7RR0,Landscape of human antibody recognition of the SARS-CoV-2 receptor binding domain.,Cell Rep,"['Wheatley, A.K.', 'Pymm, P.', 'Esterbauer, R.', 'Dietrich, M.H.', 'Lee, W.S.', 'Drew, D.', 'Kelly, H.G.', 'Chan, L.J.', 'Mordant, F.L.', 'Black, K.A.', 'Adair, A.', 'Tan, H.X.', 'Juno, J.A.', 'Wragg, K.M.', 'Amarasena, T.', 'Lopez, E.', 'Selva, K.J.', 'Haycroft, E.R.', 'Cooney, J.P.', 'Venugopal, H.', 'Tan, L.L.', 'O Neill, M.T.', 'Allison, C.C.', 'Cromer, D.', 'Davenport, M.P.', 'Bowen, R.A.', 'Chung, A.W.', 'Pellegrini, M.', 'Liddament, M.T.', 'Glukhova, A.', 'Subbarao, K.', 'Kent, S.J.', 'Tham, W.H.']",10.1016/j.celrep.2021.109822,34610292.0,True
5IML,Structural evaluation of a nanobody targeting complement receptor Vsig4 and its cross reactivity,Immunobiology,"['Wen, Y.', 'Ouyang, Z.', 'Schoonooghe, S.', 'Luo, S.', 'De Baetselier, P.', 'Lu, W.', 'Muyldermans, S.', 'Raes, G.', 'Zheng, F.']",10.1016/j.imbio.2016.11.008,27889311.0,False
6JJP,Identification of a monoclonal antibody that targets PD-1 in a manner requiring PD-1 Asn58 glycosylation.,Commun Biol,"['Wang, M.', 'Wang, J.', 'Wang, R.', 'Jiao, S.', 'Wang, S.', 'Zhang, J.', 'Zhang, M.']",10.1038/s42003-019-0642-9,31667366.0,False
2D03,Crystallographic analysis of the NNA7 Fab and proposal for the mode of human blood-group recognition.,"Acta Crystallogr.,Sect.D","['Xie, K.', 'Song, S.C.', 'Spitalnik, S.L.', 'Wedekind, J.E.']",10.1107/S0907444905023851,16204891.0,False
7NEH,Reduced neutralization of SARS-CoV-2 B.1.1.7 variant by convalescent and vaccine sera.,Cell,"['Supasa, P.', 'Zhou, D.', 'Dejnirattisai, W.', 'Liu, C.', 'Mentzer, A.J.', 'Ginn, H.M.', 'Zhao, Y.', 'Duyvesteyn, H.M.E.', 'Nutalai, R.', 'Tuekprakhon, A.', 'Wang, B.', 'Paesen, G.C.', 'Slon-Campos, J.', 'Lopez-Camacho, C.', 'Hallis, B.', 'Coombes, N.', 'Bewley, K.R.', 'Charlton, S.', 'Walter, T.S.', 'Barnes, E.', 'Dunachie, S.J.', 'Skelly, D.', 'Lumley, S.F.', 'Baker, N.', 'Shaik, I.', 'Humphries, H.E.', 'Godwin, K.', 'Gent, N.', 'Sienkiewicz, A.', 'Dold, C.', 'Levin, R.', 'Dong, T.', 'Pollard, A.J.', 'Knight, J.C.', 'Klenerman, P.', 'Crook, D.', 'Lambe, T.', 'Clutterbuck, E.', 'Bibi, S.', 'Flaxman, A.', 'Bittaye, M.', 'Belij-Rammerstorfer, S.', 'Gilbert, S.', 'Hall, D.R.', 'Williams, M.A.', 'Paterson, N.G.', 'James, W.', 'Carroll, M.W.', 'Fry, E.E.', 'Mongkolsapaya, J.', 'Ren, J.', 'Stuart, D.I.', 'Screaton, G.R.']",10.1016/j.cell.2021.02.033,33743891.0,True
6HUO,GABAAreceptor signalling mechanisms revealed by structural pharmacology.,Nature,"['Masiulis, S.', 'Desai, R.', 'Uchanski, T.', 'Serna Martin, I.', 'Laverty, D.', 'Karia, D.', 'Malinauskas, T.', 'Zivanov, J.', 'Pardon, E.', 'Kotecha, A.', 'Steyaert, J.', 'Miller, K.W.', 'Aricescu, A.R.']",10.1038/s41586-018-0832-5,30602790.0,False
7CWN,Rational development of a human antibody cocktail that deploys multiple functions to confer Pan-SARS-CoVs protection.,Cell Res.,"['Yao, H.', 'Sun, Y.', 'Deng, Y.Q.', 'Wang, N.', 'Tan, Y.', 'Zhang, N.N.', 'Li, X.F.', 'Kong, C.', 'Xu, Y.P.', 'Chen, Q.', 'Cao, T.S.', 'Zhao, H.', 'Yan, X.', 'Cao, L.', 'Lv, Z.', 'Zhu, D.', 'Feng, R.', 'Wu, N.', 'Zhang, W.', 'Hu, Y.', 'Chen, K.', 'Zhang, R.R.', 'Lv, Q.', 'Sun, S.', 'Zhou, Y.', 'Yan, R.', 'Yang, G.', 'Sun, X.', 'Liu, C.', 'Lu, X.', 'Cheng, L.', 'Qiu, H.', 'Huang, X.Y.', 'Weng, T.', 'Shi, D.', 'Jiang, W.', 'Shao, J.', 'Wang, L.', 'Zhang, J.', 'Jiang, T.', 'Lang, G.', 'Qin, C.F.', 'Li, L.', 'Wang, X.']",10.1038/s41422-020-00444-y,33262452.0,True
7DD8,Development and structural basis of a two-MAb cocktail for treating SARS-CoV-2 infections.,Nat Commun,"['Zhang, C.', 'Wang, Y.', 'Zhu, Y.', 'Liu, C.', 'Gu, C.', 'Xu, S.', 'Wang, Y.', 'Zhou, Y.', 'Wang, Y.', 'Han, W.', 'Hong, X.', 'Yang, Y.', 'Zhang, X.', 'Wang, T.', 'Xu, C.', 'Hong, Q.', 'Wang, S.', 'Zhao, Q.', 'Qiao, W.', 'Zang, J.', 'Kong, L.', 'Wang, F.', 'Wang, H.', 'Qu, D.', 'Lavillette, D.', 'Tang, H.', 'Deng, Q.', 'Xie, Y.', 'Cong, Y.', 'Huang, Z.']",10.1038/s41467-020-20465-w,33431876.0,True
7DK7,Development and structural basis of a two-MAb cocktail for treating SARS-CoV-2 infections.,Nat Commun,"['Zhang, C.', 'Wang, Y.', 'Zhu, Y.', 'Liu, C.', 'Gu, C.', 'Xu, S.', 'Wang, Y.', 'Zhou, Y.', 'Wang, Y.', 'Han, W.', 'Hong, X.', 'Yang, Y.', 'Zhang, X.', 'Wang, T.', 'Xu, C.', 'Hong, Q.', 'Wang, S.', 'Zhao, Q.', 'Qiao, W.', 'Zang, J.', 'Kong, L.', 'Wang, F.', 'Wang, H.', 'Qu, D.', 'Lavillette, D.', 'Tang, H.', 'Deng, Q.', 'Xie, Y.', 'Cong, Y.', 'Huang, Z.']",10.1038/s41467-020-20465-w,33431876.0,True
7DZX,An infectivity-enhancing site on the SARS-CoV-2 spike protein targeted by antibodies.,Cell,"['Liu, Y.', 'Soh, W.T.', 'Kishikawa, J.I.', 'Hirose, M.', 'Nakayama, E.E.', 'Li, S.', 'Sasai, M.', 'Suzuki, T.', 'Tada, A.', 'Arakawa, A.', 'Matsuoka, S.', 'Akamatsu, K.', 'Matsuda, M.', 'Ono, C.', 'Torii, S.', 'Kishida, K.', 'Jin, H.', 'Nakai, W.', 'Arase, N.', 'Nakagawa, A.', 'Matsumoto, M.', 'Nakazaki, Y.', 'Shindo, Y.', 'Kohyama, M.', 'Tomii, K.', 'Ohmura, K.', 'Ohshima, S.', 'Okamoto, T.', 'Yamamoto, M.', 'Nakagami, H.', 'Matsuura, Y.', 'Nakagawa, A.', 'Kato, T.', 'Okada, M.', 'Standley, D.M.', 'Shioda, T.', 'Arase, H.']",10.1016/j.cell.2021.05.032,34139176.0,True
7L02,Fab-dimerized glycan-reactive antibodies are a structural category of natural antibodies.,Cell,"['Williams, W.B.', 'Meyerhoff, R.R.', 'Edwards, R.J.', 'Li, H.', 'Manne, K.', 'Nicely, N.I.', 'Henderson, R.', 'Zhou, Y.', 'Janowska, K.', 'Mansouri, K.', 'Gobeil, S.', 'Evangelous, T.', 'Hora, B.', 'Berry, M.', 'Abuahmad, A.Y.', 'Sprenz, J.', 'Deyton, M.', 'Stalls, V.', 'Kopp, M.', 'Hsu, A.L.', 'Borgnia, M.J.', 'Stewart-Jones, G.B.E.', 'Lee, M.S.', 'Bronkema, N.', 'Moody, M.A.', 'Wiehe, K.', 'Bradley, T.', 'Alam, S.M.', 'Parks, R.J.', 'Foulger, A.', 'Oguin, T.', 'Sempowski, G.D.', 'Bonsignori, M.', 'LaBranche, C.C.', 'Montefiori, D.C.', 'Seaman, M.', 'Santra, S.', 'Perfect, J.', 'Francica, J.R.', 'Lynn, G.M.', 'Aussedat, B.', 'Walkowicz, W.E.', 'Laga, R.', 'Kelsoe, G.', 'Saunders, K.O.', 'Fera, D.', 'Kwong, P.D.', 'Seder, R.A.', 'Bartesaghi, A.', 'Shaw, G.M.', 'Acharya, P.', 'Haynes, B.F.']",10.1016/j.cell.2021.04.042,34019795.0,True
7ND3,The antigenic anatomy of SARS-CoV-2 receptor binding domain.,Cell,"['Dejnirattisai, W.', 'Zhou, D.', 'Ginn, H.M.', 'Duyvesteyn, H.M.E.', 'Supasa, P.', 'Case, J.B.', 'Zhao, Y.', 'Walter, T.S.', 'Mentzer, A.J.', 'Liu, C.', 'Wang, B.', 'Paesen, G.C.', 'Slon-Campos, J.', 'Lopez-Camacho, C.', 'Kafai, N.M.', 'Bailey, A.L.', 'Chen, R.E.', 'Ying, B.', 'Thompson, C.', 'Bolton, J.', 'Fyfe, A.', 'Gupta, S.', 'Tan, T.K.', 'Gilbert-Jaramillo, J.', 'James, W.', 'Knight, M.', 'Carroll, M.W.', 'Skelly, D.', 'Dold, C.', 'Peng, Y.', 'Levin, R.', 'Dong, T.', 'Pollard, A.J.', 'Knight, J.C.', 'Klenerman, P.', 'Temperton, N.', 'Hall, D.R.', 'Williams, M.A.', 'Paterson, N.G.', 'Bertram, F.K.R.', 'Siebert, C.A.', 'Clare, D.K.', 'Howe, A.', 'Radecke, J.', 'Song, Y.', 'Townsend, A.R.', 'Huang, K.A.', 'Fry, E.E.', 'Mongkolsapaya, J.', 'Diamond, M.S.', 'Ren, J.', 'Stuart, D.I.', 'Screaton, G.R.']",10.1016/j.cell.2021.02.032,33756110.0,False
7ND6,The antigenic anatomy of SARS-CoV-2 receptor binding domain.,Cell,"['Dejnirattisai, W.', 'Zhou, D.', 'Ginn, H.M.', 'Duyvesteyn, H.M.E.', 'Supasa, P.', 'Case, J.B.', 'Zhao, Y.', 'Walter, T.S.', 'Mentzer, A.J.', 'Liu, C.', 'Wang, B.', 'Paesen, G.C.', 'Slon-Campos, J.', 'Lopez-Camacho, C.', 'Kafai, N.M.', 'Bailey, A.L.', 'Chen, R.E.', 'Ying, B.', 'Thompson, C.', 'Bolton, J.', 'Fyfe, A.', 'Gupta, S.', 'Tan, T.K.', 'Gilbert-Jaramillo, J.', 'James, W.', 'Knight, M.', 'Carroll, M.W.', 'Skelly, D.', 'Dold, C.', 'Peng, Y.', 'Levin, R.', 'Dong, T.', 'Pollard, A.J.', 'Knight, J.C.', 'Klenerman, P.', 'Temperton, N.', 'Hall, D.R.', 'Williams, M.A.', 'Paterson, N.G.', 'Bertram, F.K.R.', 'Siebert, C.A.', 'Clare, D.K.', 'Howe, A.', 'Radecke, J.', 'Song, Y.', 'Townsend, A.R.', 'Huang, K.A.', 'Fry, E.E.', 'Mongkolsapaya, J.', 'Diamond, M.S.', 'Ren, J.', 'Stuart, D.I.', 'Screaton, G.R.']",10.1016/j.cell.2021.02.032,33756110.0,True
