doi,title,journal,authors,date,source,pmid,pmc,genbank,pdb,accession,protein,nucleotide,geninfo,refseq
10.1111/jcmm.17186,Kinetics and persistence of cellular and humoral immune responses to SARS-CoV-2 vaccine in healthcare workers with or without prior COVID-19.,Journal of cellular and molecular medicine,"['Chivu-Economescu, M.', 'Bleotu, C.', 'Grancea, C.', 'Chiriac, D.', 'Botezatu, A.', 'Iancu, I.V.', 'Pitica, I.', 'Necula, L.G.', 'Neagu, A.', 'Matei, L.', 'Dragu, D.', 'Sultana, C.', 'Radu, E.L.', 'Nastasie, A.', 'Voicu, O.', 'Ataman, M.', 'Nedeianu, S.', 'Mambet, C.', 'Diaconu, C.C.', 'Ruta, S.M.']",2022-01-20,pubmed,35043552,8831971,False,True,True,True,True,False,True
10.1016/j.celrep.2021.109109,Diverse immunoglobulin gene usage and convergent epitope targeting in neutralizing antibody responses to SARS-CoV-2.,Cell reports,"['Zhou, X.', 'Ma, F.', 'Xie, J.', 'Yuan, M.', 'Li, Y.', 'Shaabani, N.', 'Zhao, F.', 'Huang, D.', 'Wu, N.C.', 'Lee, C.D.', 'Liu, H.', 'Li, J.', 'Chen, Z.', 'Hong, Y.', 'Liu, W.', 'Xiao, N.', 'Burton, D.R.', 'Tu, H.', 'Li, H.', 'Chen, X.', 'Teijaro, J.R.', 'Wilson, I.A.', 'Xiao, C.', 'Huang, Z.']",2021-05-02,pubmed,33932326,8064889,True,True,True,True,True,False,False
10.1016/j.cell.2020.05.025,Potent Neutralizing Antibodies against SARS-CoV-2 Identified by High-Throughput Single-Cell Sequencing of Convalescent Patients' B Cells.,Cell,"['Cao, Y.', 'Su, B.', 'Guo, X.', 'Sun, W.', 'Deng, Y.', 'Bao, L.', 'Zhu, Q.', 'Zhang, X.', 'Zheng, Y.', 'Geng, C.', 'Chai, X.', 'He, R.', 'Li, X.', 'Lv, Q.', 'Zhu, H.', 'Deng, W.', 'Xu, Y.', 'Wang, Y.', 'Qiao, L.', 'Tan, Y.', 'Song, L.', 'Wang, G.', 'Du, X.', 'Gao, N.', 'Liu, J.', 'Xiao, J.', 'Su, X.', 'Du, Z.', 'Feng, Y.', 'Qin, C.', 'Qin, C.', 'Jin, R.', 'Xie, X.S.']",2020-05-20,pubmed,32425270,7231725,True,True,True,True,True,False,False
10.1111/resp.14191,Comparison of the immunogenicity of BNT162b2 and CoronaVac COVID-19 vaccines in Hong Kong.,"Respirology (Carlton, Vic.)","['Mok, C.K.P.', 'Cohen, C.A.', 'Cheng, S.M.S.', 'Chen, C.', 'Kwok, K.', 'Yiu, K.', 'Chan, T.', 'Bull, M.', 'Ling, K.C.', 'Dai, Z.', 'Ng, S.S.', 'Lui, G.C.', 'Wu, C.', 'Amarasinghe, G.K.', 'Leung, D.W.', 'Wong, S.Y.S.', 'Valkenburg, S.A.', 'Peiris, M.', 'Hui, D.S.']",2021-11-26,pubmed,34820940,,False,False,False,True,False,False,False
10.1371/journal.pone.0246864,Early detection of neutralizing antibodies against SARS-CoV-2 in COVID-19 patients in Thailand.,PloS one,"['Putcharoen, O.', 'Wacharapluesadee, S.', 'Chia, W.N.', 'Paitoonpong, L.', 'Tan, C.W.', 'Suwanpimolkul, G.', 'Jantarabenjakul, W.', 'Ruchisrisarod, C.', 'Wanthong, P.', 'Sophonphan, J.', 'Chariyavilaskul, P.', 'Wang, L.', 'Hemachudha, T.']",2021-02-13,pubmed,33577615,7880427,False,True,False,True,True,False,False
10.3390/v13122483,Antibody-Dependent Enhancement of SARS-CoV-2 Infection of Human Immune Cells: In Vitro Assessment Provides Insight in COVID-19 Pathogenesis.,Viruses,"['Shen, X.', 'Li, Q.', 'Li, H.', 'Wang, X.', 'Wang, Q.', 'Zheng, X.', 'Geng, R.', 'Zhang, Y.', 'Li, B.', 'Jiang, R.', 'Liu, M.', 'Zhu, Y.', 'Zhang, W.', 'Yang, X.', 'Peng, K.', 'Zhou, P.']",2021-12-29,pubmed,34960752,8704563,False,True,True,True,True,False,False
10.1111/ajt.16990,Predictive factors of a viral neutralizing humoral response after a third dose of COVID-19 mRNA vaccine.,American journal of transplantation : official journal of the American Society of Transplantation and the American Society of Transplant Surgeons,"['Charmetant, X.', 'Espi, M.', 'Barba, T.', 'Ovize, A.', 'Morelon, E.', 'Mathieu, C.', 'Thaunat, O.']",2022-02-04,pubmed,35114060,,False,False,False,True,False,False,False
10.3390/v13030472,Expression and Purification of a PEDV-Neutralizing Antibody and Its Functional Verification.,Viruses,"['Shi, W.', 'Hao, H.', 'Li, M.', 'Niu, J.', 'Hu, Y.', 'Zhao, X.', 'Li, Q.']",2021-04-04,pubmed,33809239,7999980,True,True,True,True,True,False,False
10.1101/2021.07.23.453327,Mutations in two SARS-CoV-2 variants of concern reflect two distinct strategies of antibody escape,bioRxiv : the preprint server for biology,"['Fiedler, S.', 'Denninger, V.', 'Morgunov, A.S.', 'Ilsley, A.', 'Worth, R.', 'Meisl, G.', 'Xu, C.K.', 'Piziorska, M.A.', 'Ricci, F.', 'Malik, A.Y.', 'Devenish, S.R.A.', 'Schneider, M.M.', 'Kosmoliaptsis, V.', 'Aguzzi, A.', 'Iwasaki, A.', 'Fiegler, H.', 'Knowles, T.P.J.']",2021-07-26,biorxiv,,,False,False,False,True,False,False,False
10.1101/2022.01.17.475291,Comprehensive Evaluation of ACE2-Fc Combination with Neutralization Antibody on Broad Protection against SARS-CoV-2 and Its Variants,bioRxiv : the preprint server for biology,"['Tang, H.', 'Ke, Y.', 'Ma, H.', 'Han, L.', 'Wang, L.', 'Zong, H.', 'Yuan, Y.', 'Wang, Z.', 'He, Y.', 'Chang, Y.', 'Wang, S.', 'Liu, J.', 'Yue, Y.', 'Xu, W.', 'Zhang, X.', 'Wang, Z.', 'Yang, L.', 'Chen, H.', 'Bian, Y.', 'Zhang, B.', 'Liao, Y.', 'Yin, H.', 'Chen, Y.', 'Zhang, E.', 'Zhang, X.', 'Jiang, H.', 'Xie, Y.', 'Gilly, J.', 'Wu, M.', 'Sun, T.', 'Zhu, J.']",2022-02-17,biorxiv,,,False,True,False,True,False,False,False
10.1016/j.esmoop.2021.100359,Analysis of the humoral and cellular immune response after a full course of BNT162b2 anti-SARS-CoV-2 vaccine in cancer patients treated with PD-1/PD-L1 inhibitors with or without chemotherapy: an update after 6 months of follow-up.,ESMO open,"['Lasagna, A.', 'Lilleri, D.', 'Agustoni, F.', 'Percivalle, E.', 'Borgetto, S.', 'Alessio, N.', 'Comolli, G.', 'Sarasini, A.', 'Bergami, F.', 'Sammartino, J.C.', 'Ferrari, A.', 'Zavaglio, F.', 'Arena, F.', 'Secondino, S.', 'Falzoni, M.', 'Schiavo, R.', 'Cascio, G.L.', 'Cavanna, L.', 'Baldanti, F.', 'Pedrazzoli, P.', 'Cassaniti, I.']",2022-01-02,pubmed,34973510,8664661,False,True,False,True,True,False,False
10.1097/TP.0000000000003526,Identification of Patient Characteristics Associated With SARS-CoV-2 Infection and Outcome in Kidney Transplant Patients Using Serological Screening.,Transplantation,"['Willicombe, M.', 'Gleeson, S.', 'Clarke, C.', 'Dor, F.', 'Prendecki, M.', 'Lightstone, L.', 'Lucisano, G.', 'McAdoo, S.', 'Thomas, D.', 'None, N.']",2020-11-17,pubmed,33196625,,False,False,False,True,False,False,False
10.3389/fimmu.2021.820126,Impact on HIV-1 RNA Levels and Antibody Responses Following SARS-CoV-2 Vaccination in HIV-Infected Individuals.,Frontiers in immunology,"['Portillo, V.', 'Fedeli, C.', 'Alonso, P.U.', 'Petignat, I.', 'Costa, E.C.M.', 'Sulstarova, A.', 'Jaksic, C.', 'Yerly, S.', 'Calmy, A.']",2022-03-01,pubmed,35222357,8866244,False,True,False,True,True,False,False
10.1101/2021.12.20.21268034,Binding and Neutralizing Antibody Responses to SARS-CoV-2 in Infants and Young Children Exceed Those in Adults.,medRxiv : the preprint server for health sciences,"['Karron, R.A.', 'Quesada, M.G.', 'Schappell, E.A.', 'Schmidt, S.D.', 'Knoll, M.D.', 'Hetrich, M.K.', 'Veguilla, V.', 'Doria-Rose, N.', 'Dawood, F.S.', 'None, N.']",2022-01-05,pubmed,34981066,8722609,False,True,False,True,True,False,False
10.1007/s00705-018-3855-1,Passive immunity to porcine epidemic diarrhea virus following immunization of pregnant gilts with a recombinant orf virus vector expressing the spike protein.,Archives of virology,"['Joshi, L.R.', 'Okda, F.A.', 'Singrey, A.', 'Maggioli, M.F.', 'Faccin, T.C.', 'Fernandes, M.H.V.', 'Hain, K.S.', 'Dee, S.', 'Bauermann, F.V.', 'Nelson, E.A.', 'Diel, D.G.']",2018-05-05,pubmed,29725899,7086649,False,True,False,True,True,False,False
10.1007/s12035-021-02696-0,Could SARS-CoV-2 Spike Protein Be Responsible for Long-COVID Syndrome?,Molecular neurobiology,"['Theoharides, T.C.']",2022-01-15,pubmed,35028901,8757925,False,True,False,True,True,False,False
10.1021/acs.jmedchem.1c02000,Self-Adjuvanting Lipoprotein Conjugate αGalCer-RBD Induces Potent Immunity against SARS-CoV-2 and its Variants of Concern.,Journal of medicinal chemistry,"['Wang, J.', 'Wen, Y.', 'Zhou, S.', 'Zhang, H.', 'Peng, X.', 'Zhang, R.', 'Yin, X.', 'Qiu, H.', 'Gong, R.', 'Yang, G.', 'Guo, J.']",2022-01-25,pubmed,35073081,8806000,False,True,False,True,True,False,False
10.1101/2020.06.16.155580,High-Accuracy Multiplexed SARS-CoV-2 Antibody Assay with Avidity and Saliva Capability on a Nano-Plasmonic Platform,bioRxiv : the preprint server for biology,"['Liu, T.', 'Hsiung, J.', 'Zhao, S.', 'Kost, J.', 'Sreedhar, D.', 'Olson, K.', 'Keare, D.', 'Roche, J.', 'Hanson, C.V.', 'Press, C.', 'Boggs, J.', 'Rodriguez-Soto, J.P.', 'Montoya, J.G.', 'Tang, M.', 'Dai, H.']",2020-06-17,biorxiv,,,False,False,False,True,False,False,False
10.1126/science.abc6284,DNA vaccine protection against SARS-CoV-2 in rhesus macaques.,"Science (New York, N.Y.)","['Yu, J.', 'Tostanoski, L.H.', 'Peter, L.', 'Mercado, N.B.', 'McMahan, K.', 'Mahrokhian, S.H.', 'Nkolola, J.P.', 'Liu, J.', 'Li, Z.', 'Chandrashekar, A.', 'Martinez, D.R.', 'Loos, C.', 'Atyeo, C.', 'Fischinger, S.', 'Burke, J.S.', 'Slein, M.D.', 'Chen, Y.', 'Zuiani, A.', 'Lelis, F.J.N.', 'Travers, M.', 'Habibi, S.', 'Pessaint, L.', 'Ry, A.V.', 'Blade, K.', 'Brown, R.', 'Cook, A.', 'Finneyfrock, B.', 'Dodson, A.', 'Teow, E.', 'Velasco, J.', 'Zahn, R.', 'Wegmann, F.', 'Bondzie, E.A.', 'Dagotto, G.', 'Gebre, M.S.', 'He, X.', 'Jacob-Dolan, C.', 'Kirilova, M.', 'Kordana, N.', 'Lin, Z.', 'Maxfield, L.F.', 'Nampanya, F.', 'Nityanandam, R.', 'Ventura, J.D.', 'Wan, H.', 'Cai, Y.', 'Chen, B.', 'Schmidt, A.G.', 'Wesemann, D.R.', 'Baric, R.S.', 'Alter, G.', 'Andersen, H.', 'Lewis, M.G.', 'Barouch, D.H.']",2020-05-22,pubmed,32434945,7243363,False,True,False,True,True,False,False
10.1016/j.cmi.2021.08.023,Decline of antibody titres 3 months after two doses of BNT162b2 in non-immunocompromised adults.,Clinical microbiology and infection : the official publication of the European Society of Clinical Microbiology and Infectious Diseases,"['Erice, A.', 'Varillas-Delgado, D.', 'Caballero, C.']",2021-09-12,pubmed,34508885,8426320,False,True,False,True,True,False,False
10.1172/JCI152042,SARS-CoV-2-specific memory B cells can persist in the elderly who have lost detectable neutralizing antibodies.,The Journal of clinical investigation,"['Jeffery-Smith, A.', 'Burton, A.R.', 'Lens, S.', 'Rees-Spear, C.', 'Davies, J.', 'Patel, M.', 'Gopal, R.', 'Muir, L.', 'Aiano, F.', 'Doores, K.J.', 'Chow, J.Y.', 'Ladhani, S.N.', 'Zambon, M.', 'McCoy, L.E.', 'Maini, M.K.']",2021-11-30,pubmed,34843448,8759779,False,True,False,True,True,False,False
10.1016/j.ymthe.2021.02.007,Nanoluciferase complementation-based bioreporter reveals the importance of N-linked glycosylation of SARS-CoV-2 S for viral entry.,Molecular therapy : the journal of the American Society of Gene Therapy,"['Azad, T.', 'Singaravelu, R.', 'Taha, Z.', 'Jamieson, T.R.', 'Boulton, S.', 'Crupi, M.J.F.', 'Martin, N.T.', 'Brown, E.E.F.', 'Poutou, J.', 'Ghahremani, M.', 'Pelin, A.', 'Nouri, K.', 'Rezaei, R.', 'Marshall, C.B.', 'Enomoto, M.', 'Arulanandam, R.', 'Alluqmani, N.', 'Samson, R.', 'Gingras, A.', 'Cameron, D.W.', 'Greer, P.A.', 'Ilkow, C.S.', 'Diallo, J.', 'Bell, J.C.']",2021-02-13,pubmed,33578036,7872859,True,True,False,True,True,False,True
10.3390/vaccines9080920,"Influenza Virus-like Particle (VLP) Vaccines Expressing the SARS-CoV-2 S Glycoprotein, S1, or S2 Domains.",Vaccines,"['Chu, K.', 'Kang, H.', 'Yoon, K.', 'Lee, H.', 'Moon, E.', 'Han, B.', 'Quan, F.']",2021-08-29,pubmed,34452044,8402567,True,True,True,True,True,False,False
10.1038/s41586-021-03777-9,Reduced sensitivity of SARS-CoV-2 variant Delta to antibody neutralization.,Nature,"['Planas, D.', 'Veyer, D.', 'Baidaliuk, A.', 'Staropoli, I.', 'Guivel-Benhassine, F.', 'Rajah, M.M.', 'Planchais, C.', 'Porrot, F.', 'Robillard, N.', 'Puech, J.', 'Prot, M.', 'Gallais, F.', 'Gantner, P.', 'Velay, A.', 'Guen, J.L.', 'Kassis-Chikhani, N.', 'Edriss, D.', 'Belec, L.', 'Seve, A.', 'Courtellemont, L.', 'P, H.', 'Hocqueloux, L.', 'Fafi-Kremer, S.', 'Prazuck, T.', 'Mouquet, H.', 'Bruel, T.', 'Simon-Lori, E.', 'Rey, F.A.', 'Schwartz, O.']",2021-07-09,pubmed,34237773,,False,True,True,True,True,False,False
10.1128/JVI.75.7.3352-3362.2001,Mitochondrial aconitase binds to the 3' untranslated region of the mouse hepatitis virus genome.,Journal of virology,"['Nanda, S.K.', 'Leibowitz, J.L.']",2001-03-10,pubmed,11238861,114128,False,True,False,True,True,False,False
10.1101/2020.08.09.242867,A potent neutralizing nanobody against SARS-CoV-2 with inhaled delivery potential,bioRxiv : the preprint server for biology,"['Gai, J.', 'Ma, L.', 'Li, G.', 'Zhu, M.', 'Qiao, P.', 'Li, X.', 'Zhang, H.', 'Zhang, Y.', 'Chen, Y.', 'Ji, W.', 'Zhang, H.', 'Cao, H.', 'Li, X.', 'Gong, R.', 'Wan, Y.']",2020-08-14,biorxiv,,,False,True,False,True,False,False,False
10.1101/2021.03.20.436257,Interferon Resistance of Emerging SARS-CoV-2 Variants,bioRxiv : the preprint server for biology,"['Guo, K.', 'Barrett, B.S.', 'Mickens, K.L.', 'Vladar, E.K.', 'Morrison, J.H.', 'Hasenkrug, K.J.', 'Poeschla, E.M.', 'Santiago, M.L.']",2021-12-10,biorxiv,33758840,7986999,False,True,False,True,True,False,False
10.1101/2020.07.09.196386,Replication-competent vesicular stomatitis virus vaccine vector protects against SARS-CoV-2-mediated pathogenesis.,bioRxiv : the preprint server for biology,"['Case, J.B.', 'Rothlauf, P.W.', 'Chen, R.E.', 'Kafai, N.M.', 'Fox, J.M.', 'Shrihari, S.', 'McCune, B.T.', 'Harvey, I.B.', 'Smith, B.', 'Keeler, S.P.', 'Bloyet, L.', 'Winkler, E.S.', 'Holtzman, M.J.', 'Fremont, D.H.', 'Whelan, S.P.J.', 'Diamond, M.S.']",2020-07-18,pubmed,32676597,7359519,True,True,False,True,True,False,False
10.3389/fimmu.2020.00879,Serological Approaches for COVID-19: Epidemiologic Perspective on Surveillance and Control.,Frontiers in immunology,"['Lee, C.Y.', 'Lin, R.T.P.', 'Renia, L.', 'Ng, L.F.P.']",2020-05-12,pubmed,32391022,7194125,True,True,True,True,True,False,False
10.3390/ph14060511,Immunotherapeutic Efficacy of IgY Antibodies Targeting the Full-Length Spike Protein in an Animal Model of Middle East Respiratory Syndrome Coronavirus Infection.,"Pharmaceuticals (Basel, Switzerland)","['El-Kafrawy, S.A.', 'Abbas, A.T.', 'Sohrab, S.S.', 'Tabll, A.A.', 'Hassan, A.M.', 'Iwata-Yoshikawa, N.', 'Nagata, N.', 'Azhar, E.I.']",2021-06-03,pubmed,34073502,8229159,False,True,False,True,True,False,False
10.1016/j.ymthe.2021.04.001,A single dose of self-transcribing and replicating RNA-based SARS-CoV-2 vaccine produces protective adaptive immunity in mice.,Molecular therapy : the journal of the American Society of Gene Therapy,"['Alwis, R.', 'Gan, E.S.', 'Chen, S.', 'Leong, Y.S.', 'Tan, H.C.', 'Zhang, S.L.', 'Yau, C.', 'Low, J.G.H.', 'Kalimuddin, S.', 'Matsuda, D.', 'Allen, E.C.', 'Hartman, P.', 'Park, K.J.', 'Alayyoubi, M.', 'Bhaskaran, H.', 'Dukanovic, A.', 'Bao, Y.', 'Clemente, B.', 'Vega, J.', 'Roberts, S.', 'Gonzalez, J.A.', 'Sablad, M.', 'Yelin, R.', 'Taylor, W.', 'Tachikawa, K.', 'Parker, S.', 'Karmali, P.', 'Davis, J.', 'Sullivan, B.M.', 'Sullivan, S.M.', 'Hughes, S.G.', 'Chivukula, P.', 'Ooi, E.E.']",2021-04-07,pubmed,33823303,8019652,True,True,False,True,True,False,False
10.3389/fmicb.2021.698944,,Frontiers in microbiology,"['Lassauni, R.', 'Fonager, J.', 'Rasmussen, M.', 'Frische, A.', 'Polacek, C.', 'Rasmussen, T.B.', 'Lohse, L.', 'Belsham, G.J.', 'Underwood, A.', 'Winckelmann, A.A.', 'Bollerup, S.', 'Bukh, J.', 'Weis, N.', 'S, S.G.', 'Aagaard, B.', 'Alfaro-N, A.', 'M, K.', 'B, A.', 'Fomsgaard, A.']",2021-07-13,pubmed,34248922,8267889,False,True,True,True,True,False,False
10.1126/sciimmunol.abn8590,SARS-CoV-2 Omicron-neutralizing memory B-cells are elicited by two doses of BNT162b2 mRNA vaccine.,Science immunology,"['Kotaki, R.', 'Adachi, Y.', 'Moriyama, S.', 'Onodera, T.', 'Fukushi, S.', 'Nagakura, T.', 'Tonouchi, K.', 'Terahara, K.', 'Sun, L.', 'Takano, T.', 'Nishiyama, A.', 'Shinkai, M.', 'Oba, K.', 'Nakamura-Uchiyama, F.', 'Shimizu, H.', 'Suzuki, T.', 'Matsumura, T.', 'Isogawa, M.', 'Takahashi, Y.']",2022-02-04,pubmed,35113654,,False,False,False,True,False,False,False
10.1001/jamainternmed.2021.7372,Comparison of SARS-CoV-2 Antibody Response 4 Weeks After Homologous vs Heterologous Third Vaccine Dose in Kidney Transplant Recipients: A Randomized Clinical Trial.,JAMA internal medicine,"['Reindl-Schwaighofer, R.', 'Heinzel, A.', 'Mayrdorfer, M.', 'Jabbour, R.', 'Hofbauer, T.M.', 'Merrelaar, A.', 'Eder, M.', 'Regele, F.', 'Doberer, K.', 'Spechtl, P.', 'Aschauer, C.', 'Koblischke, M.', 'Paschen, C.', 'Eskandary, F.', 'Hu, K.', 'Barbara, ', 'Bhandal, A.', 'Kleibenb, S.', 'Jagoditsch, R.I.', 'Reiskopf, B.', 'Heger, F.', 'Bond, G.', 'B, G.A.', 'Strassl, R.', 'Weseslindtner, L.', 'Indra, A.', 'Aberle, J.H.', 'Binder, M.', 'Oberbauer, R.']",2021-12-21,pubmed,34928302,8689434,False,True,False,True,True,False,False
10.1093/ofid/ofab220,Evaluation of a Commercial Culture-Free Neutralization Antibody Detection Kit for Severe Acute Respiratory Syndrome-Related Coronavirus-2 and Comparison With an Antireceptor-Binding Domain Enzyme-Linked Immunosorbent Assay.,Open forum infectious diseases,"['Papenburg, J.', 'Cheng, M.P.', 'Corsini, R.', 'Caya, C.', 'Mendoza, E.', 'Manguiat, K.', 'Lindsay, L.R.', 'Wood, H.', 'Drebot, M.A.', 'Dibernardo, A.', 'Zaharatos, G.', 'Bazin, R.', 'Gasser, R.', 'Benlarbi, M.', 'Gendron-Lepage, G.', 'Beaudoin-Bussi, G.', 'Pr, J.', 'Finzi, A.', 'Ndao, M.', 'Yansouni, C.P.']",2021-06-18,pubmed,34136587,8135688,False,True,False,True,True,False,False
10.1007/978-1-0716-0211-9_10,Generation of MERS-CoV Pseudotyped Viral Particles for the Evaluation of Neutralizing Antibodies in Mammalian Sera.,"Methods in molecular biology (Clifton, N.J.)","['Almasaud, A.', 'Alharbi, N.K.', 'Hashem, A.M.']",2019-12-29,pubmed,31883092,7123069,False,True,False,True,True,False,False
10.1080/22221751.2021.1885998,Beneficial effect of combinational methylprednisolone and remdesivir in hamster model of SARS-CoV-2 infection.,Emerging microbes & infections,"['Ye, Z.', 'Yuan, S.', 'Chan, J.F.', 'Zhang, A.J.', 'Yu, C.', 'Ong, C.P.', 'Yang, D.', 'Chan, C.C.', 'Tang, K.', 'Cao, J.', 'Poon, V.K.', 'Chan, C.C.', 'Cai, J.', 'Chu, H.', 'Yuen, K.', 'Jin, D.']",2021-02-05,pubmed,33538646,7919885,True,True,True,True,True,False,False
10.1080/14760584.2018.1506702,Prospects for a MERS-CoV spike vaccine.,Expert review of vaccines,"['Zhou, Y.', 'Jiang, S.', 'Du, L.']",2018-07-31,pubmed,30058403,6355461,False,True,False,True,True,False,False
10.1101/2020.03.30.015461,Potent neutralizing antibodies in the sera of convalescent COVID-19 patients are directed against conserved linear epitopes on the SARS-CoV-2 spike protein,bioRxiv : the preprint server for biology,"['Poh, C.M.', 'Carissimo, G.', 'Bei, W.', 'Amrun, S.N.', 'Lee, C.Y.-P.', 'Chee, R.S.-L.', 'Yeo, N.K.-W.', 'Lee, W.-H.', 'Leo, Y.-S.', 'Chen, M.I.-C.', 'Tan, S.-Y.', 'Chai, L.Y.A.', 'Kalimuddin, S.', 'Thien, S.-Y.', 'Young, B.E.', 'Lye, D.C.', 'Wang, C.-I.', 'Renia, L.', 'Ng, L.F.']",2020-03-31,biorxiv,,,False,True,False,True,False,False,False
10.1007/978-1-4684-5823-7_25,Linear neutralizing epitopes on the peplomer protein of coronaviruses.,Advances in experimental medicine and biology,"['Posthumus, W.P.', 'Meloen, R.H.', 'Enjuanes, L.', 'Correa, I.', 'Nieuwstadt, A.P.', 'Koch, G.', 'Groot, R.J.', 'Kusters, J.G.', 'Luytjes, W.', 'Spaan, W.J.']",1990-01-01,pubmed,,,False,False,False,True,False,False,False
10.1002/eji.1830271245,A recombinant single chain antibody neutralizes coronavirus infectivity but only slightly delays lethal infection of mice.,European journal of immunology,"['Lamarre, A.', 'Yu, M.W.', 'Chagnon, F.', 'Talbot, P.J.']",1998-02-17,pubmed,9464834,7163705,True,True,False,True,True,False,False
10.1021/jacs.1c08226,Spherical Neutralizing Aptamer Inhibits SARS-CoV-2 Infection and Suppresses Mutational Escape.,Journal of the American Chemical Society,"['Sun, M.', 'Liu, S.', 'Song, T.', 'Chen, F.', 'Zhang, J.', 'Huang, J.', 'Wan, S.', 'Lu, Y.', 'Chen, H.', 'Tan, W.', 'Song, Y.', 'Yang, C.']",2021-12-03,pubmed,34855379,,False,False,False,True,False,False,False
10.1016/j.esmoop.2021.100272,"A snapshot of the immunogenicity, efficacy and safety of a full course of BNT162b2 anti-SARS-CoV-2 vaccine in cancer patients treated with PD-1/PD-L1 inhibitors: a longitudinal cohort study.",ESMO open,"['Lasagna, A.', 'Agustoni, F.', 'Percivalle, E.', 'Borgetto, S.', 'Paulet, A.', 'Comolli, G.', 'Sarasini, A.', 'Bergami, F.', 'Sammartino, J.C.', 'Ferrari, A.', 'Zavaglio, F.', 'Arena, F.', 'Lilleri, D.', 'Secondino, S.', 'Falzoni, M.', 'Schiavo, R.', 'Klersy, C.', 'Cascio, G.L.', 'Cavanna, L.', 'Baldanti, F.', 'Pedrazzoli, P.', 'Cassaniti, I.']",2021-09-21,pubmed,34543863,8407964,False,True,False,True,True,False,False
10.1101/2020.08.21.261727,The receptor binding domain of SARS-CoV-2 spike is the key target of neutralizing antibody in human polyclonal sera.,bioRxiv : the preprint server for biology,"['Steffen, T.', 'Stone, E.T.', 'Hassert, M.', 'Geerling, E.', 'Grimberg, B.T.', 'Espino, A.M.', 'Pantoja, P.', 'Climent, C.', 'Hoft, D.F.', 'George, S.L.', 'Sariol, C.A.', 'Pinto, A.K.', 'Brien, J.D.']",2020-08-22,biorxiv,,,False,True,False,True,True,False,False
10.1038/s41392-021-00634-z,A core-shell structured COVID-19 mRNA vaccine with favorable biodistribution pattern and promising immunity.,Signal transduction and targeted therapy,"['Yang, R.', 'Deng, Y.', 'Huang, B.', 'Huang, L.', 'Lin, A.', 'Li, Y.', 'Wang, W.', 'Liu, J.', 'Lu, S.', 'Zhan, Z.', 'Wang, Y.', 'A, R.', 'Wang, W.', 'Niu, P.', 'Zhao, L.', 'Li, S.', 'Ma, X.', 'Zhang, L.', 'Zhang, Y.', 'Yao, W.', 'Liang, X.', 'Zhao, J.', 'Liu, Z.', 'Peng, X.', 'Li, H.', 'Tan, W.']",2021-06-02,pubmed,34059617,8165147,True,True,False,True,True,False,True
10.1371/journal.pone.0241104,Serum-IgG responses to SARS-CoV-2 after mild and severe COVID-19 infection and analysis of IgG non-responders.,PloS one,"['Marklund, E.', 'Leach, S.', 'Axelsson, H.', 'Nystr, K.', 'Norder, H.', 'Bemark, M.', 'Angeletti, D.', 'Lundgren, A.', 'Nilsson, S.', 'Andersson, L.', 'Yilmaz, A.', 'Lindh, M.', 'Liljeqvist, J.', 'Gissl, M.']",2020-10-22,pubmed,33085715,7577439,False,True,True,True,True,False,False
10.1016/j.xcrm.2021.100253,Rapid decline of neutralizing antibodies is associated with decay of IgM in adults recovered from mild COVID-19.,Cell reports. Medicine,"['Harrington, W.E.', 'Trakhimets, O.', 'Andrade, D.V.', 'Dambrauskas, N.', 'Raappana, A.', 'Jiang, Y.', 'Houck, J.', 'Selman, W.', 'Yang, A.', 'Vigdorovich, V.', 'Yeung, W.', 'Haglund, M.', 'Wallner, J.', 'Oldroyd, A.', 'Hardy, S.', 'Stewart, S.W.A.', 'Gervassi, A.', 'Voorhis, W.V.', 'Frenkel, L.', 'Sather, D.N.']",2021-04-13,pubmed,33842901,8020863,False,True,False,True,True,False,False
10.1101/2020.11.04.367359,SARS-CoV-2 RBD219-N1C1: A Yeast-Expressed SARS-CoV-2 Recombinant Receptor-Binding Domain Candidate Vaccine Stimulates Virus Neutralizing Antibodies and T-cell Immunity in Mice,bioRxiv : the preprint server for biology,"['Pollet, J.', 'Chen, W.-H.', 'Versteeg, L.', 'Keegan, B.', 'Zhan, B.', 'Wei, J.', 'Liu, Z.', 'Lee, J.', 'Kundu, R.', 'Adhikari, R.', 'Poveda, C.', 'VillarMondragon, M.J.', 'deAraujoLeao, A.C.', 'AltieriRivera, J.', 'Momin, Z.', 'Gillespie, P.M.', 'Kimata, J.', 'Strych, U.', 'Hotez, P.J.', 'Bottazzi, M.E.']",2021-02-09,biorxiv,33173864,7654852,True,True,False,True,True,False,False
10.1038/s41467-020-16048-4,Neutralization of SARS-CoV-2 spike pseudotyped virus by recombinant ACE2-Ig.,Nature communications,"['Lei, C.', 'Qian, K.', 'Li, T.', 'Zhang, S.', 'Fu, W.', 'Ding, M.', 'Hu, S.']",2020-04-26,pubmed,32332765,7265355,True,True,False,True,True,False,True
